square_id,timestamp,internet,datetime
5161,1387176000000,203.05421,2013-12-16 06:40:00
5161,1387176600000,213.6916,2013-12-16 06:50:00
5161,1387177200000,218.27582,2013-12-16 07:00:00
5161,1387177800000,225.55699,2013-12-16 07:10:00
5161,1387178400000,203.9258,2013-12-16 07:20:00
5161,1387179000000,211.95738,2013-12-16 07:30:00
5161,1387179600000,194.51201,2013-12-16 07:40:00
5161,1387180200000,226.0832,2013-12-16 07:50:00
5161,1387180800000,207.30072,2013-12-16 08:00:00
5161,1387181400000,194.37274,2013-12-16 08:10:00
5161,1387182000000,195.47464,2013-12-16 08:20:00
5161,1387182600000,196.45041,2013-12-16 08:30:00
5161,1387183200000,208.58067,2013-12-16 08:40:00
5161,1387183800000,191.91481,2013-12-16 08:50:00
5161,1387184400000,196.13754,2013-12-16 09:00:00
5161,1387185000000,187.2285,2013-12-16 09:10:00
5161,1387185600000,196.9935,2013-12-16 09:20:00
5161,1387186200000,204.66418,2013-12-16 09:30:00
5161,1387186800000,194.13635,2013-12-16 09:40:00
5161,1387187400000,185.02296,2013-12-16 09:50:00
5161,1387188000000,185.6341,2013-12-16 10:00:00
5161,1387188600000,165.80824,2013-12-16 10:10:00
5161,1387189200000,181.84311,2013-12-16 10:20:00
5161,1387189800000,158.08064,2013-12-16 10:30:00
5161,1387190400000,180.21071,2013-12-16 10:40:00
5161,1387191000000,180.74217,2013-12-16 10:50:00
5161,1387191600000,155.39148,2013-12-16 11:00:00
5161,1387192200000,177.2288,2013-12-16 11:10:00
5161,1387192800000,162.9448,2013-12-16 11:20:00
5161,1387193400000,177.17079,2013-12-16 11:30:00
5161,1387194000000,166.17023,2013-12-16 11:40:00
5161,1387194600000,164.91177,2013-12-16 11:50:00
5161,1387195200000,160.10104,2013-12-16 12:00:00
5161,1387195800000,137.8544,2013-12-16 12:10:00
5161,1387196400000,151.85391,2013-12-16 12:20:00
5161,1387197000000,141.85983,2013-12-16 12:30:00
5161,1387197600000,151.92006,2013-12-16 12:40:00
5161,1387198200000,151.65181,2013-12-16 12:50:00
5161,1387198800000,130.02948,2013-12-16 13:00:00
5161,1387199400000,130.41835,2013-12-16 13:10:00
5161,1387200000000,129.3438,2013-12-16 13:20:00
5161,1387200600000,138.6975,2013-12-16 13:30:00
5161,1387201200000,147.05382,2013-12-16 13:40:00
5161,1387201800000,137.5434,2013-12-16 13:50:00
5161,1387202400000,112.35063,2013-12-16 14:00:00
5161,1387203000000,123.83784,2013-12-16 14:10:00
5161,1387203600000,119.44641,2013-12-16 14:20:00
5161,1387204200000,121.74523,2013-12-16 14:30:00
5161,1387204800000,116.70208,2013-12-16 14:40:00
5161,1387205400000,115.72524,2013-12-16 14:50:00
5161,1387206000000,104.34415,2013-12-16 15:00:00
5161,1387206600000,118.34118,2013-12-16 15:10:00
5161,1387207200000,112.23557,2013-12-16 15:20:00
5161,1387207800000,111.86566,2013-12-16 15:30:00
5161,1387208400000,106.83418,2013-12-16 15:40:00
5161,1387209000000,100.10506,2013-12-16 15:50:00
5161,1387209600000,90.15057,2013-12-16 16:00:00
5161,1387210200000,81.2281,2013-12-16 16:10:00
5161,1387210800000,109.54498,2013-12-16 16:20:00
5161,1387211400000,103.98164,2013-12-16 16:30:00
5161,1387212000000,94.9618,2013-12-16 16:40:00
5161,1387212600000,102.12454,2013-12-16 16:50:00
5161,1387213200000,96.33212,2013-12-16 17:00:00
5161,1387213800000,82.82652,2013-12-16 17:10:00
5161,1387214400000,84.511,2013-12-16 17:20:00
5161,1387215000000,88.28691,2013-12-16 17:30:00
5161,1387215600000,98.65554,2013-12-16 17:40:00
5161,1387216200000,92.96228,2013-12-16 17:50:00
5161,1387216800000,90.70962,2013-12-16 18:00:00
5161,1387217400000,82.75357,2013-12-16 18:10:00
5161,1387218000000,76.83031,2013-12-16 18:20:00
5161,1387218600000,88.327034,2013-12-16 18:30:00
5161,1387219200000,81.2694,2013-12-16 18:40:00
5161,1387219800000,98.41455,2013-12-16 18:50:00
5161,1387220400000,90.50828,2013-12-16 19:00:00
5161,1387221000000,91.632935,2013-12-16 19:10:00
5161,1387221600000,98.06745,2013-12-16 19:20:00
5161,1387222200000,84.80882,2013-12-16 19:30:00
5161,1387222800000,89.451485,2013-12-16 19:40:00
5161,1387223400000,103.36329,2013-12-16 19:50:00
5161,1387224000000,111.94823,2013-12-16 20:00:00
5161,1387224600000,99.51027,2013-12-16 20:10:00
5161,1387225200000,103.91379,2013-12-16 20:20:00
5161,1387225800000,105.84781,2013-12-16 20:30:00
5161,1387226400000,105.84948,2013-12-16 20:40:00
5161,1387227000000,90.6504,2013-12-16 20:50:00
5161,1387227600000,95.85065,2013-12-16 21:00:00
5161,1387228200000,108.79379,2013-12-16 21:10:00
5161,1387228800000,103.15088,2013-12-16 21:20:00
5161,1387229400000,111.726685,2013-12-16 21:30:00
5161,1387230000000,103.811035,2013-12-16 21:40:00
5161,1387230600000,106.56718,2013-12-16 21:50:00
5161,1387231200000,112.01828,2013-12-16 22:00:00
5161,1387231800000,118.033714,2013-12-16 22:10:00
5161,1387232400000,125.55367,2013-12-16 22:20:00
5161,1387233000000,116.440994,2013-12-16 22:30:00
5161,1387233600000,123.32597,2013-12-16 22:40:00
5161,1387234200000,119.85566,2013-12-16 22:50:00
5161,1387234800000,127.64793,2013-12-16 23:00:00
5161,1387235400000,128.93399,2013-12-16 23:10:00
5161,1387236000000,134.31232,2013-12-16 23:20:00
5161,1387236600000,136.42966,2013-12-16 23:30:00
5161,1387237200000,129.14636,2013-12-16 23:40:00
5161,1387237800000,127.99721,2013-12-16 23:50:00
5161,1387238400000,151.84488,2013-12-17 00:00:00
5161,1387239000000,152.78542,2013-12-17 00:10:00
5161,1387239600000,145.62404,2013-12-17 00:20:00
5161,1387240200000,156.9191,2013-12-17 00:30:00
5161,1387240800000,151.36667,2013-12-17 00:40:00
5161,1387241400000,146.65656,2013-12-17 00:50:00
5161,1387242000000,160.05846,2013-12-17 01:00:00
5161,1387242600000,166.24574,2013-12-17 01:10:00
5161,1387243200000,167.91606,2013-12-17 01:20:00
5161,1387243800000,161.39377,2013-12-17 01:30:00
5161,1387244400000,155.18143,2013-12-17 01:40:00
5161,1387245000000,174.24919,2013-12-17 01:50:00
5161,1387245600000,184.56409,2013-12-17 02:00:00
5161,1387246200000,180.79057,2013-12-17 02:10:00
5161,1387246800000,184.37286,2013-12-17 02:20:00
5161,1387247400000,161.14076,2013-12-17 02:30:00
5161,1387248000000,194.0259,2013-12-17 02:40:00
5161,1387248600000,178.49542,2013-12-17 02:50:00
5161,1387249200000,195.98956,2013-12-17 03:00:00
5161,1387249800000,190.43925,2013-12-17 03:10:00
5161,1387250400000,185.59665,2013-12-17 03:20:00
5161,1387251000000,194.6839,2013-12-17 03:30:00
5161,1387251600000,187.69319,2013-12-17 03:40:00
5161,1387252200000,188.20158,2013-12-17 03:50:00
5161,1387252800000,201.50403,2013-12-17 04:00:00
5161,1387253400000,197.6861,2013-12-17 04:10:00
5161,1387254000000,206.16234,2013-12-17 04:20:00
5161,1387254600000,211.47763,2013-12-17 04:30:00
5161,1387255200000,218.51431,2013-12-17 04:40:00
5161,1387255800000,196.50955,2013-12-17 04:50:00
5161,1387256400000,199.22209,2013-12-17 05:00:00
5161,1387257000000,212.46971,2013-12-17 05:10:00
5161,1387257600000,215.29424,2013-12-17 05:20:00
5161,1387258200000,196.22467,2013-12-17 05:30:00
5161,1387258800000,204.3746,2013-12-17 05:40:00
5161,1387259400000,205.30515,2013-12-17 05:50:00
5161,1387260000000,207.02435,2013-12-17 06:00:00
5161,1387260600000,197.50339,2013-12-17 06:10:00
5161,1387261200000,211.90378,2013-12-17 06:20:00
5161,1387261800000,211.81468,2013-12-17 06:30:00
5161,1387262400000,222.93279,2013-12-17 06:40:00
5161,1387263000000,216.88896,2013-12-17 06:50:00
5161,1387263600000,218.61496,2013-12-17 07:00:00
5161,1387264200000,205.63498,2013-12-17 07:10:00
5161,1387264800000,218.8751,2013-12-17 07:20:00
5161,1387265400000,210.08151,2013-12-17 07:30:00
5161,1387266000000,202.04138,2013-12-17 07:40:00
5161,1387266600000,203.32765,2013-12-17 07:50:00
5161,1387267200000,210.14717,2013-12-17 08:00:00
5161,1387267800000,194.69838,2013-12-17 08:10:00
5161,1387268400000,205.88852,2013-12-17 08:20:00
5161,1387269000000,198.83755,2013-12-17 08:30:00
5161,1387269600000,211.8979,2013-12-17 08:40:00
5161,1387270200000,200.65318,2013-12-17 08:50:00
5161,1387270800000,203.37354,2013-12-17 09:00:00
5161,1387271400000,194.6056,2013-12-17 09:10:00
5161,1387272000000,185.98904,2013-12-17 09:20:00
5161,1387272600000,187.149,2013-12-17 09:30:00
5161,1387273200000,209.17206,2013-12-17 09:40:00
5161,1387273800000,206.78682,2013-12-17 09:50:00
5161,1387274400000,194.03012,2013-12-17 10:00:00
5161,1387275000000,175.1658,2013-12-17 10:10:00
5161,1387275600000,170.80571,2013-12-17 10:20:00
5161,1387276200000,174.21173,2013-12-17 10:30:00
5161,1387276800000,178.45473,2013-12-17 10:40:00
5161,1387277400000,177.92209,2013-12-17 10:50:00
5161,1387278000000,163.70721,2013-12-17 11:00:00
5161,1387278600000,156.35376,2013-12-17 11:10:00
5161,1387279200000,170.2434,2013-12-17 11:20:00
5161,1387279800000,162.69017,2013-12-17 11:30:00
5161,1387280400000,167.57195,2013-12-17 11:40:00
5161,1387281000000,175.51021,2013-12-17 11:50:00
5161,1387281600000,141.56726,2013-12-17 12:00:00
5161,1387282200000,145.57283,2013-12-17 12:10:00
5161,1387282800000,142.07808,2013-12-17 12:20:00
5161,1387283400000,135.41576,2013-12-17 12:30:00
5161,1387284000000,151.57942,2013-12-17 12:40:00
5161,1387284600000,149.87468,2013-12-17 12:50:00
5161,1387285200000,133.71338,2013-12-17 13:00:00
5161,1387285800000,141.70729,2013-12-17 13:10:00
5161,1387286400000,139.70596,2013-12-17 13:20:00
5161,1387287000000,119.91035,2013-12-17 13:30:00
5161,1387287600000,131.27536,2013-12-17 13:40:00
5161,1387288200000,145.41782,2013-12-17 13:50:00
5161,1387288800000,122.4467,2013-12-17 14:00:00
5161,1387289400000,134.62578,2013-12-17 14:10:00
5161,1387290000000,124.597305,2013-12-17 14:20:00
5161,1387290600000,130.73323,2013-12-17 14:30:00
5161,1387291200000,113.86442,2013-12-17 14:40:00
5161,1387291800000,126.90629,2013-12-17 14:50:00
5161,1387292400000,110.44537,2013-12-17 15:00:00
5161,1387293000000,105.59401,2013-12-17 15:10:00
5161,1387293600000,107.42348,2013-12-17 15:20:00
5161,1387294200000,116.79363,2013-12-17 15:30:00
5161,1387294800000,98.788605,2013-12-17 15:40:00
5161,1387295400000,110.78832,2013-12-17 15:50:00
5161,1387296000000,96.114876,2013-12-17 16:00:00
5161,1387296600000,86.866974,2013-12-17 16:10:00
5161,1387297200000,90.19549,2013-12-17 16:20:00
5161,1387297800000,92.30076,2013-12-17 16:30:00
5161,1387298400000,108.73857,2013-12-17 16:40:00
5161,1387299000000,94.1477,2013-12-17 16:50:00
5161,1387299600000,101.16058,2013-12-17 17:00:00
5161,1387300200000,79.673225,2013-12-17 17:10:00
5161,1387300800000,94.79597,2013-12-17 17:20:00
5161,1387301400000,105.44333,2013-12-17 17:30:00
5161,1387302000000,83.53018,2013-12-17 17:40:00
5161,1387302600000,85.70118,2013-12-17 17:50:00
5161,1387303200000,91.027985,2013-12-17 18:00:00
5161,1387303800000,102.90186,2013-12-17 18:10:00
5161,1387304400000,84.467926,2013-12-17 18:20:00
5161,1387305000000,98.15397,2013-12-17 18:30:00
5161,1387305600000,83.69257,2013-12-17 18:40:00
5161,1387306200000,88.316444,2013-12-17 18:50:00
5161,1387306800000,96.69851,2013-12-17 19:00:00
5161,1387307400000,90.99755,2013-12-17 19:10:00
5161,1387308000000,87.764046,2013-12-17 19:20:00
5161,1387308600000,95.96359,2013-12-17 19:30:00
5161,1387309200000,106.38922,2013-12-17 19:40:00
5161,1387309800000,91.63608,2013-12-17 19:50:00
5161,1387310400000,97.203285,2013-12-17 20:00:00
5161,1387311000000,101.092094,2013-12-17 20:10:00
5161,1387311600000,95.09961,2013-12-17 20:20:00
5161,1387312200000,90.86348,2013-12-17 20:30:00
5161,1387312800000,107.814224,2013-12-17 20:40:00
5161,1387313400000,102.61555,2013-12-17 20:50:00
5161,1387314000000,97.28205,2013-12-17 21:00:00
5161,1387314600000,102.1028,2013-12-17 21:10:00
5161,1387315200000,110.31063,2013-12-17 21:20:00
5161,1387315800000,116.50338,2013-12-17 21:30:00
5161,1387316400000,110.79706,2013-12-17 21:40:00
5161,1387317000000,103.34784,2013-12-17 21:50:00
5161,1387317600000,115.54211,2013-12-17 22:00:00
5161,1387318200000,116.615204,2013-12-17 22:10:00
5161,1387318800000,112.249146,2013-12-17 22:20:00
5161,1387319400000,117.61128,2013-12-17 22:30:00
5161,1387320000000,120.50655,2013-12-17 22:40:00
5161,1387320600000,120.59176,2013-12-17 22:50:00
5161,1387321200000,141.66508,2013-12-17 23:00:00
5161,1387321800000,128.75606,2013-12-17 23:10:00
5161,1387322400000,120.96344,2013-12-17 23:20:00
5161,1387323000000,130.96687,2013-12-17 23:30:00
5161,1387323600000,123.44481,2013-12-17 23:40:00
5161,1387324200000,140.49217,2013-12-17 23:50:00
5161,1387324800000,146.7275,2013-12-18 00:00:00
5161,1387325400000,147.53172,2013-12-18 00:10:00
5161,1387326000000,147.14455,2013-12-18 00:20:00
5161,1387326600000,154.44826,2013-12-18 00:30:00
5161,1387327200000,147.69142,2013-12-18 00:40:00
5161,1387327800000,142.5815,2013-12-18 00:50:00
5161,1387328400000,169.79678,2013-12-18 01:00:00
5161,1387329000000,164.91441,2013-12-18 01:10:00
5161,1387329600000,170.32819,2013-12-18 01:20:00
5161,1387330200000,167.02039,2013-12-18 01:30:00
5161,1387330800000,165.20123,2013-12-18 01:40:00
5161,1387331400000,171.5446,2013-12-18 01:50:00
5161,1387332000000,171.19504,2013-12-18 02:00:00
5161,1387332600000,185.37039,2013-12-18 02:10:00
5161,1387333200000,173.24538,2013-12-18 02:20:00
5161,1387333800000,168.4575,2013-12-18 02:30:00
5161,1387334400000,176.87976,2013-12-18 02:40:00
5161,1387335000000,172.62935,2013-12-18 02:50:00
5161,1387335600000,184.48747,2013-12-18 03:00:00
5161,1387336200000,190.53336,2013-12-18 03:10:00
5161,1387336800000,194.23691,2013-12-18 03:20:00
5161,1387337400000,196.0304,2013-12-18 03:30:00
5161,1387338000000,212.20737,2013-12-18 03:40:00
5161,1387338600000,190.03024,2013-12-18 03:50:00
5161,1387339200000,197.87949,2013-12-18 04:00:00
5161,1387339800000,203.12462,2013-12-18 04:10:00
5161,1387340400000,186.87505,2013-12-18 04:20:00
5161,1387341000000,198.03638,2013-12-18 04:30:00
5161,1387341600000,213.16512,2013-12-18 04:40:00
5161,1387342200000,196.19409,2013-12-18 04:50:00
5161,1387342800000,217.4749,2013-12-18 05:00:00
5161,1387343400000,204.15259,2013-12-18 05:10:00
5161,1387344000000,206.97516,2013-12-18 05:20:00
5161,1387344600000,215.10527,2013-12-18 05:30:00
5161,1387345200000,219.5469,2013-12-18 05:40:00
5161,1387345800000,200.01393,2013-12-18 05:50:00
5161,1387346400000,225.79614,2013-12-18 06:00:00
5161,1387347000000,206.97935,2013-12-18 06:10:00
5161,1387347600000,223.95692,2013-12-18 06:20:00
5161,1387348200000,200.81334,2013-12-18 06:30:00
5161,1387348800000,202.16376,2013-12-18 06:40:00
5161,1387349400000,205.01994,2013-12-18 06:50:00
5161,1387350000000,199.34093,2013-12-18 07:00:00
5161,1387350600000,213.21448,2013-12-18 07:10:00
5161,1387351200000,204.99783,2013-12-18 07:20:00
5161,1387351800000,214.61798,2013-12-18 07:30:00
5161,1387352400000,209.43874,2013-12-18 07:40:00
5161,1387353000000,206.87968,2013-12-18 07:50:00
5161,1387353600000,195.53175,2013-12-18 08:00:00
5161,1387354200000,208.02411,2013-12-18 08:10:00
5161,1387354800000,211.2627,2013-12-18 08:20:00
5161,1387355400000,202.29602,2013-12-18 08:30:00
5161,1387356000000,207.71596,2013-12-18 08:40:00
5161,1387356600000,198.74542,2013-12-18 08:50:00
5161,1387357200000,181.46672,2013-12-18 09:00:00
5161,1387357800000,197.51453,2013-12-18 09:10:00
5161,1387358400000,194.85233,2013-12-18 09:20:00
5161,1387359000000,186.7604,2013-12-18 09:30:00
5161,1387359600000,196.22498,2013-12-18 09:40:00
5161,1387360200000,193.07616,2013-12-18 09:50:00
5161,1387360800000,168.2287,2013-12-18 10:00:00
5161,1387361400000,164.04149,2013-12-18 10:10:00
5161,1387362000000,169.20627,2013-12-18 10:20:00
5161,1387362600000,178.39787,2013-12-18 10:30:00
5161,1387363200000,178.65126,2013-12-18 10:40:00
5161,1387363800000,175.8772,2013-12-18 10:50:00
5161,1387364400000,161.66986,2013-12-18 11:00:00
5161,1387365000000,153.21179,2013-12-18 11:10:00
5161,1387365600000,156.23976,2013-12-18 11:20:00
5161,1387366200000,166.76628,2013-12-18 11:30:00
5161,1387366800000,170.3504,2013-12-18 11:40:00
5161,1387367400000,175.76834,2013-12-18 11:50:00
5161,1387368000000,129.00504,2013-12-18 12:00:00
5161,1387368600000,162.40308,2013-12-18 12:10:00
5161,1387369200000,144.2965,2013-12-18 12:20:00
5161,1387369800000,135.03677,2013-12-18 12:30:00
5161,1387370400000,156.91983,2013-12-18 12:40:00
5161,1387371000000,137.88837,2013-12-18 12:50:00
5161,1387371600000,142.98225,2013-12-18 13:00:00
5161,1387372200000,139.4921,2013-12-18 13:10:00
5161,1387372800000,127.28728,2013-12-18 13:20:00
5161,1387373400000,137.6677,2013-12-18 13:30:00
5161,1387374000000,140.87398,2013-12-18 13:40:00
5161,1387374600000,129.76709,2013-12-18 13:50:00
5161,1387375200000,114.25683,2013-12-18 14:00:00
5161,1387375800000,113.72212,2013-12-18 14:10:00
5161,1387376400000,119.732315,2013-12-18 14:20:00
5161,1387377000000,108.80239,2013-12-18 14:30:00
5161,1387377600000,108.63882,2013-12-18 14:40:00
5161,1387378200000,122.42585,2013-12-18 14:50:00
5161,1387378800000,107.115036,2013-12-18 15:00:00
5161,1387379400000,125.39974,2013-12-18 15:10:00
5161,1387380000000,111.00436,2013-12-18 15:20:00
5161,1387380600000,102.33703,2013-12-18 15:30:00
5161,1387381200000,111.8774,2013-12-18 15:40:00
5161,1387381800000,102.03763,2013-12-18 15:50:00
5161,1387382400000,101.08484,2013-12-18 16:00:00
5161,1387383000000,112.566574,2013-12-18 16:10:00
5161,1387383600000,90.89553,2013-12-18 16:20:00
5161,1387384200000,87.792595,2013-12-18 16:30:00
5161,1387384800000,102.00962,2013-12-18 16:40:00
5161,1387385400000,103.46478,2013-12-18 16:50:00
5161,1387386000000,80.13912,2013-12-18 17:00:00
5161,1387386600000,84.6261,2013-12-18 17:10:00
5161,1387387200000,91.91726,2013-12-18 17:20:00
5161,1387387800000,83.20914,2013-12-18 17:30:00
5161,1387388400000,91.01196,2013-12-18 17:40:00
5161,1387389000000,95.28385,2013-12-18 17:50:00
5161,1387389600000,106.24393,2013-12-18 18:00:00
5161,1387390200000,88.11437,2013-12-18 18:10:00
5161,1387390800000,81.03755,2013-12-18 18:20:00
5161,1387391400000,90.148544,2013-12-18 18:30:00
5161,1387392000000,89.04428,2013-12-18 18:40:00
5161,1387392600000,85.13469,2013-12-18 18:50:00
5161,1387393200000,91.49478,2013-12-18 19:00:00
5161,1387393800000,94.66274,2013-12-18 19:10:00
5161,1387394400000,95.592026,2013-12-18 19:20:00
5161,1387395000000,88.86191,2013-12-18 19:30:00
5161,1387395600000,98.31996,2013-12-18 19:40:00
5161,1387396200000,88.95292,2013-12-18 19:50:00
5161,1387396800000,101.41549,2013-12-18 20:00:00
5161,1387397400000,95.31656,2013-12-18 20:10:00
5161,1387398000000,104.87135,2013-12-18 20:20:00
5161,1387398600000,84.67881,2013-12-18 20:30:00
5161,1387399200000,103.73994,2013-12-18 20:40:00
5161,1387399800000,92.64104,2013-12-18 20:50:00
5161,1387400400000,108.94387,2013-12-18 21:00:00
5161,1387401000000,97.00398,2013-12-18 21:10:00
5161,1387401600000,109.11248,2013-12-18 21:20:00
5161,1387402200000,105.33389,2013-12-18 21:30:00
5161,1387402800000,107.232506,2013-12-18 21:40:00
5161,1387403400000,116.12619,2013-12-18 21:50:00
5161,1387404000000,126.65038,2013-12-18 22:00:00
5161,1387404600000,120.99677,2013-12-18 22:10:00
5161,1387405200000,130.84575,2013-12-18 22:20:00
5161,1387405800000,128.0097,2013-12-18 22:30:00
5161,1387406400000,125.337395,2013-12-18 22:40:00
5161,1387407000000,131.11829,2013-12-18 22:50:00
5161,1387407600000,133.46828,2013-12-18 23:00:00
5161,1387408200000,143.55289,2013-12-18 23:10:00
5161,1387408800000,129.41322,2013-12-18 23:20:00
5161,1387409400000,130.61351,2013-12-18 23:30:00
5161,1387410000000,134.94244,2013-12-18 23:40:00
5161,1387410600000,139.00768,2013-12-18 23:50:00
5161,1387411200000,135.50964,2013-12-19 00:00:00
5161,1387411800000,144.68997,2013-12-19 00:10:00
5161,1387412400000,147.81563,2013-12-19 00:20:00
5161,1387413000000,154.46437,2013-12-19 00:30:00
5161,1387413600000,144.29523,2013-12-19 00:40:00
5161,1387414200000,148.6241,2013-12-19 00:50:00
5161,1387414800000,155.9708,2013-12-19 01:00:00
5161,1387415400000,177.08205,2013-12-19 01:10:00
5161,1387416000000,170.26059,2013-12-19 01:20:00
5161,1387416600000,168.78644,2013-12-19 01:30:00
5161,1387417200000,168.76338,2013-12-19 01:40:00
5161,1387417800000,147.36746,2013-12-19 01:50:00
5161,1387418400000,190.65512,2013-12-19 02:00:00
5161,1387419000000,166.32063,2013-12-19 02:10:00
5161,1387419600000,165.9249,2013-12-19 02:20:00
5161,1387420200000,175.49055,2013-12-19 02:30:00
5161,1387420800000,181.415,2013-12-19 02:40:00
5161,1387421400000,175.04132,2013-12-19 02:50:00
5161,1387422000000,193.28226,2013-12-19 03:00:00
5161,1387422600000,198.09271,2013-12-19 03:10:00
5161,1387423200000,184.65233,2013-12-19 03:20:00
5161,1387423800000,202.58105,2013-12-19 03:30:00
5161,1387424400000,199.25671,2013-12-19 03:40:00
5161,1387425000000,187.47826,2013-12-19 03:50:00
5161,1387425600000,203.94006,2013-12-19 04:00:00
5161,1387426200000,192.55656,2013-12-19 04:10:00
5161,1387426800000,208.55164,2013-12-19 04:20:00
5161,1387427400000,194.49275,2013-12-19 04:30:00
5161,1387428000000,201.92526,2013-12-19 04:40:00
5161,1387428600000,200.96414,2013-12-19 04:50:00
5161,1387429200000,198.40814,2013-12-19 05:00:00
5161,1387429800000,202.21255,2013-12-19 05:10:00
5161,1387430400000,222.32349,2013-12-19 05:20:00
5161,1387431000000,189.43358,2013-12-19 05:30:00
5161,1387431600000,201.76636,2013-12-19 05:40:00
5161,1387432200000,215.47655,2013-12-19 05:50:00
5161,1387432800000,209.70245,2013-12-19 06:00:00
5161,1387433400000,211.86075,2013-12-19 06:10:00
5161,1387434000000,199.25963,2013-12-19 06:20:00
5161,1387434600000,208.91127,2013-12-19 06:30:00
5161,1387435200000,213.6032,2013-12-19 06:40:00
5161,1387435800000,203.95912,2013-12-19 06:50:00
5161,1387436400000,210.6145,2013-12-19 07:00:00
5161,1387437000000,215.12762,2013-12-19 07:10:00
5161,1387437600000,214.12383,2013-12-19 07:20:00
5161,1387438200000,214.74297,2013-12-19 07:30:00
5161,1387438800000,222.59679,2013-12-19 07:40:00
5161,1387439400000,215.52608,2013-12-19 07:50:00
5161,1387440000000,212.55399,2013-12-19 08:00:00
5161,1387440600000,211.82094,2013-12-19 08:10:00
5161,1387441200000,198.77974,2013-12-19 08:20:00
5161,1387441800000,197.68924,2013-12-19 08:30:00
5161,1387442400000,192.14922,2013-12-19 08:40:00
5161,1387443000000,199.0463,2013-12-19 08:50:00
5161,1387443600000,186.67088,2013-12-19 09:00:00
5161,1387444200000,198.02017,2013-12-19 09:10:00
5161,1387444800000,197.57889,2013-12-19 09:20:00
5161,1387445400000,197.95972,2013-12-19 09:30:00
5161,1387446000000,206.03427,2013-12-19 09:40:00
5161,1387446600000,192.8403,2013-12-19 09:50:00
5161,1387447200000,176.82346,2013-12-19 10:00:00
5161,1387447800000,182.80455,2013-12-19 10:10:00
5161,1387448400000,182.1511,2013-12-19 10:20:00
5161,1387449000000,182.07979,2013-12-19 10:30:00
5161,1387449600000,176.8623,2013-12-19 10:40:00
5161,1387450200000,193.07921,2013-12-19 10:50:00
5161,1387450800000,161.33191,2013-12-19 11:00:00
5161,1387451400000,156.02405,2013-12-19 11:10:00
5161,1387452000000,166.69809,2013-12-19 11:20:00
5161,1387452600000,167.38185,2013-12-19 11:30:00
5161,1387453200000,158.05486,2013-12-19 11:40:00
5161,1387453800000,150.8039,2013-12-19 11:50:00
5161,1387454400000,161.86018,2013-12-19 12:00:00
5161,1387455000000,143.44498,2013-12-19 12:10:00
5161,1387455600000,144.7313,2013-12-19 12:20:00
5161,1387456200000,148.83704,2013-12-19 12:30:00
5161,1387456800000,156.37267,2013-12-19 12:40:00
5161,1387457400000,145.97243,2013-12-19 12:50:00
5161,1387458000000,141.6846,2013-12-19 13:00:00
5161,1387458600000,141.4145,2013-12-19 13:10:00
5161,1387459200000,133.52547,2013-12-19 13:20:00
5161,1387459800000,141.15323,2013-12-19 13:30:00
5161,1387460400000,131.73808,2013-12-19 13:40:00
5161,1387461000000,128.02332,2013-12-19 13:50:00
5161,1387461600000,117.6917,2013-12-19 14:00:00
